developerCountry,countryCode,userRatingCount,primaryGenreName,hasTermsOfServiceLinkRating,isCorporateEmailScore,appAge,averageUserRating,appDescriptionBrandSafetyRating,coppaRisk,minDownloads,maxDownloads,deviceType_GLOBAL,deviceType_connected-tv/ott,deviceType_smartphone,deviceType_tablet,deviceType_undetermined,isCorporateEmail_missing
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Business,-1,99.0,64.36666667,0.0,1,False,,,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,ES,544285,Games,0,99.0,145.5333333,4.0,1,False,50000000.0,100000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,45.33333333,0.0,1,False,5.0,10.0,True,False,False,False,False,0
HONG KONG,APAC,8354,Games,1,0.0,87.7,4.0,1,True,1000000.0,5000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,-1,-1.0,59.43333333,0.0,1,False,,,True,False,False,False,False,1
CANNOT IDENTIFY COUNTRY,GLOBAL,1,Social Networking,-1,99.0,84.1,0.0,3,False,,,True,False,False,False,False,0
UNITED STATES,GLOBAL,2,Education,1,99.0,87.43333333,5.0,1,True,,,True,False,False,False,False,0
CHINA,GLOBAL,7203,Games,1,0.0,39.3,4.0,1,False,5000000.0,10000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,-1,99.0,27.86666667,0.0,1,False,50.0,100.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,-1,0.0,32.6,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,274,Finance,-1,99.0,48.03333333,3.0,1,False,50000.0,100000.0,True,False,False,False,False,0
REPUBLIC OF KOREA,GLOBAL,17,Productivity,0,0.0,111.9333333,4.0,1,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,-1,99.0,90.4,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,488,Finance,-1,0.0,134.9,3.0,1,False,100000.0,500000.0,True,False,False,False,False,0
REPUBLIC OF KOREA,APAC,1282,Games,-1,0.0,8.266666667,4.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,-1,0.0,48.6,0.0,1,False,1.0,5.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,56.2,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,0.0,13.03333333,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,1,99.0,91.63333333,0.0,3,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,4667,Finance,-1,99.0,52.3,1.0,1,False,100000.0,500000.0,True,False,False,False,False,0
HONG KONG,SG,154697,Games,1,0.0,67.9,4.0,3,False,5000000.0,10000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Education,-1,99.0,67.9,5.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,99.0,49.9,0.0,1,False,10.0,50.0,True,False,False,False,False,0
INDIA,GLOBAL,542,Books & Reference,1,0.0,74.2,4.0,1,False,10000.0,50000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Beauty,-1,99.0,96.06666667,0.0,2,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,-1,0.0,75.43333333,0.0,2,False,500.0,1000.0,True,False,False,False,False,0
UKRAINE,EMEA,11073,Games,1,0.0,86.56666667,4.0,1,True,1000000.0,5000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,-1,0.0,73.76666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
"TAIWAN, PROVINCE OF CHINA",GLOBAL,244,News & Magazines,-1,0.0,81.6,4.0,1,False,10000.0,50000.0,True,False,False,False,False,0
SINGAPORE,TR,43343,Games,1,99.0,50.53333333,4.0,1,True,1000000.0,5000000.0,False,False,True,False,False,0
ISRAEL,BR,168800,Games,0,99.0,44.23333333,3.0,2,False,10000000.0,50000000.0,False,False,True,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Food & Drink,-1,99.0,33.53333333,0.0,1,False,,,True,False,False,False,False,0
CYPRUS,LATAM,11642,Games,0,99.0,28.56666667,4.0,2,False,1000000.0,5000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,MM,0,Games,-1,0.0,1.466666667,0.0,1,False,50000.0,100000.0,False,False,True,False,False,0
INDIA,GLOBAL,0,Games,-1,0.0,11.66666667,0.0,1,True,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,0,99.0,87.83333333,0.0,1,False,50.0,100.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,EC,2563,Games,1,0.0,20.6,4.0,2,False,5000000.0,10000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,-1,0.0,40.6,0.0,1,False,500.0,1000.0,True,False,False,False,False,0
POLAND,RU,561,Music & Audio,0,0.0,53.6,4.0,1,False,10000.0,50000.0,False,False,True,False,False,0
JORDAN,GLOBAL,0,Education,1,0.0,42.3,0.0,1,False,10.0,50.0,True,False,False,False,False,0
UNITED KINGDOM,APAC,26536,Games,0,99.0,39.1,4.0,2,False,500000.0,1000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Maps & Navigation,-1,99.0,45.0,3.0,1,False,100.0,500.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Food & Drink,-1,99.0,22.3,0.0,3,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,-1.0,97.63333333,0.0,2,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,3.633333333,0.0,1,False,1000.0,5000.0,True,False,False,False,False,0
UZBEKISTAN,GLOBAL,0,Education,-1,0.0,17.76666667,0.0,1,False,100.0,500.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,BR,18610,Tools,1,0.0,58.53333333,4.0,1,False,500000.0,1000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,-1,0.0,56.0,0.0,1,False,10.0,50.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,News,-1,99.0,134.2333333,0.0,1,False,,,True,False,False,False,False,0
UNITED KINGDOM,GLOBAL,0,Education,0,99.0,37.96666667,0.0,1,False,1000.0,5000.0,True,False,False,False,False,0
HONG KONG,GLOBAL,0,Games,0,0.0,19.06666667,0.0,2,False,100000.0,500000.0,False,False,False,True,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,-1,0.0,50.9,0.0,1,False,100.0,500.0,True,False,False,False,False,0
CYPRUS,CZ,683,Games,1,99.0,20.06666667,3.0,1,True,100000.0,500000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,APAC,26,Games,-1,0.0,3.0,3.0,2,False,1000.0,5000.0,True,False,False,False,False,0
UNITED STATES,GLOBAL,26,Entertainment,-1,0.0,57.3,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Weather,-1,0.0,91.6,4.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,19,Games,-1,0.0,113.4,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
TURKEY,FR,18665,Video Players & Editors,0,0.0,41.43333333,4.0,1,False,1000000.0,5000000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,PH,27474,Games,1,0.0,104.5333333,3.0,3,False,10000000.0,50000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Utilities,-1,-1.0,11.33333333,3.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,-1,-1.0,120.4,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Education,-1,0.0,86.83333333,4.0,1,False,500.0,1000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Finance,-1,99.0,19.26666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,-1,0.0,36.76666667,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Music & Audio,-1,99.0,130.6,4.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,ID,170,Tools,0,0.0,2.2,3.0,1,False,50000.0,100000.0,False,False,True,False,False,0
RUSSIAN FEDERATION,GLOBAL,5480,Education,-1,0.0,109.6333333,4.0,1,True,100000.0,500000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,US,539,Books & Reference,-1,0.0,74.96666667,4.0,1,False,10000.0,50000.0,False,False,False,True,False,0
UNITED KINGDOM,GLOBAL,87,Entertainment,-1,99.0,101.0333333,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,99.0,95.16666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Entertainment,-1,0.0,45.4,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,59,Games,-1,0.0,77.26666667,4.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Games,-1,-1.0,99.0,4.0,2,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,0,0.0,33.83333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,19.4,0.0,1,False,50.0,100.0,True,False,False,False,False,0
CZECH REPUBLIC,JO,69284,Games,1,99.0,38.93333333,4.0,1,False,5000000.0,10000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Entertainment,-1,-1.0,6.833333333,2.0,1,False,,,True,False,False,False,False,1
HONG KONG,MY,4048,Games,0,99.0,9.8,4.0,1,True,1000000.0,5000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel,-1,99.0,46.46666667,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Entertainment,-1,0.0,71.13333333,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
UNITED STATES,PR,2486,Games,1,99.0,2.166666667,4.0,1,False,1000000.0,5000000.0,False,False,True,False,False,0
CHINA,GLOBAL,14,Health & Fitness,-1,99.0,44.86666667,1.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,-1.0,12.03333333,0.0,1,False,,,True,False,False,False,False,1
CANNOT IDENTIFY COUNTRY,ID,27979,Games,0,99.0,30.63333333,4.0,1,True,10000000.0,50000000.0,True,False,False,False,False,0
RUSSIAN FEDERATION,GLOBAL,6,Business,1,0.0,47.23333333,5.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,-1,-1.0,82.66666667,0.0,2,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Business,-1,99.0,53.03333333,5.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,-1,0.0,68.0,0.0,1,False,50.0,100.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,99.0,25.76666667,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Maps & Navigation,0,0.0,94.66666667,0.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,-1,99.0,114.3,0.0,1,False,,,True,False,False,False,False,0
REPUBLIC OF KOREA,GLOBAL,49,Games,1,99.0,90.93333333,4.0,2,False,1000.0,5000.0,True,False,False,False,False,0
UNITED STATES,EMEA,12288,Games,0,0.0,32.1,4.0,1,True,5000000.0,10000000.0,False,False,False,True,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,-1.0,98.13333333,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,-1,99.0,50.23333333,0.0,2,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,60,Music & Audio,1,0.0,40.43333333,4.0,1,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,-1,0.0,33.3,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,-1.0,25.16666667,0.0,2,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,0,0.0,95.3,0.0,1,False,100.0,500.0,True,False,False,False,False,0
BRITISH VIRGIN ISLANDS,VN,704755,Finance,1,99.0,139.4,4.0,1,False,50000000.0,100000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,67,Games,-1,99.0,70.1,4.0,2,False,10000.0,50000.0,True,False,False,False,False,0
JAPAN,GLOBAL,15,Personalization,0,99.0,133.6333333,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,18,Entertainment,-1,0.0,45.33333333,4.0,2,False,1000.0,5000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,TR,243850,Health & Fitness,1,99.0,114.8333333,4.0,1,False,1000000.0,5000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,-1,0.0,92.96666667,0.0,3,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,1,99.0,5.2,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,TH,0,Tools,-1,0.0,14.63333333,0.0,1,False,100000.0,500000.0,True,False,False,False,False,0
REPUBLIC OF KOREA,GLOBAL,45,Entertainment,1,99.0,160.4333333,2.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,-1,99.0,67.63333333,0.0,1,False,50.0,100.0,True,False,False,False,False,0
SWEDEN,GLOBAL,0,Shopping,1,99.0,88.56666667,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,-1,99.0,27.86666667,0.0,1,False,50.0,100.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,-1,99.0,63.4,0.0,1,False,50.0,100.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Magazines & Newspapers,0,99.0,25.46666667,0.0,3,False,,,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,28,Video Players & Editors,-1,99.0,59.76666667,5.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,-1,0.0,57.7,0.0,1,True,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,-1,0.0,73.83333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,99.0,33.46666667,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Travel,-1,-1.0,186.0,1.0,3,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,3664,Tools,-1,0.0,27.6,3.0,1,False,100000.0,500000.0,False,False,False,True,False,0
ADDRESS NOT LISTED IN PLAYSTORE,CL,0,Games,-1,0.0,8.766666667,0.0,1,False,500.0,1000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Auto & Vehicles,-1,0.0,55.3,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Lifestyle,-1,-1.0,91.2,4.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,17,Photography,-1,0.0,53.56666667,4.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,900,Games,1,0.0,82.63333333,3.0,3,False,500000.0,1000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Auto & Vehicles,1,99.0,65.5,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Lifestyle,-1,-1.0,62.4,5.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,105,Music & Audio,-1,0.0,59.26666667,4.0,1,False,10000.0,50000.0,True,False,False,False,False,0
PAKISTAN,GLOBAL,38,Games,-1,0.0,41.83333333,3.0,1,False,10000.0,50000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Business,-1,99.0,52.46666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ROMANIA,PK,1947,Games,-1,99.0,54.36666667,4.0,1,False,,,False,False,False,True,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,-1,0.0,47.13333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
INDIA,GLOBAL,19,Personalization,0,0.0,39.03333333,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Tools,-1,0.0,68.4,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Shopping,-1,-1.0,47.93333333,5.0,1,False,,,True,False,False,False,False,1
ANGOLA,GLOBAL,0,Shopping,-1,0.0,39.2,0.0,1,False,1000.0,5000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,69,Food & Drink,1,99.0,46.86666667,3.0,3,False,10000.0,50000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Comics,-1,0.0,64.33333333,0.0,2,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,-1,0.0,32.06666667,0.0,1,False,5.0,10.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,1,0.0,63.3,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,EMEA,220,Finance,1,0.0,31.93333333,3.0,1,False,10000.0,50000.0,False,False,True,False,False,0
TURKEY,RU,7135,Games,1,99.0,37.86666667,4.0,1,True,,,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,13,Shopping,0,99.0,60.36666667,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,AR,1681,Games,1,0.0,18.53333333,4.0,1,True,500000.0,1000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,-1,0.0,51.53333333,0.0,1,False,1.0,5.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,74,Music & Audio,-1,0.0,65.36666667,4.0,1,False,5000.0,10000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,34434,Entertainment,-1,99.0,79.9,4.0,3,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,1,99.0,54.23333333,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,-1,0.0,18.36666667,0.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,1,99.0,40.43333333,0.0,1,True,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,1,0.0,22.63333333,0.0,1,False,1.0,5.0,True,False,False,False,False,0
FRANCE,GLOBAL,1,Utilities,0,99.0,63.33333333,5.0,2,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Productivity,-1,-1.0,50.5,4.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1856,Personalization,-1,0.0,92.73333333,4.0,1,False,50000.0,100000.0,True,False,False,False,False,0
JAPAN,US,1305,Education,0,99.0,108.4666667,4.0,1,True,,,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,-1,99.0,49.8,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,-1.0,3.433333333,0.0,1,True,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,396,Book,-1,-1.0,36.43333333,4.0,3,False,,,True,False,False,False,False,1
CANNOT IDENTIFY COUNTRY,GLOBAL,28,Finance,-1,99.0,24.23333333,4.0,3,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,-1,99.0,89.46666667,0.0,1,False,100.0,500.0,True,False,False,False,False,0
CANADA,EMEA,2404,Games,1,99.0,124.9666667,4.0,2,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,80,Games,-1,-1.0,121.7,3.0,3,False,,,True,False,False,False,False,1
FRANCE,GLOBAL,0,Health & Fitness,-1,99.0,67.23333333,0.0,1,False,,,True,False,False,False,False,0
REPUBLIC OF KOREA,GLOBAL,0,Education,-1,0.0,70.56666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,MY,761,Entertainment,1,0.0,45.63333333,3.0,1,False,100000.0,500000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,11,Tools,1,99.0,56.36666667,4.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Lifestyle,-1,-1.0,45.6,4.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,25,Business,-1,0.0,41.93333333,2.0,1,False,,,True,False,False,False,False,0
AUSTRALIA,GLOBAL,111,Games,-1,0.0,98.56666667,3.0,1,False,10000.0,50000.0,False,False,False,True,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,-1.0,96.03333333,0.0,3,False,,,True,False,False,False,False,1
UNITED STATES,GLOBAL,13533660,Communication,0,99.0,175.6333333,4.0,1,False,10000000000.0,15000000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,KW,24615,Games,0,99.0,20.43333333,4.0,2,False,,,False,False,False,True,False,0
ADDRESS NOT LISTED IN PLAYSTORE,ID,27194,Entertainment,0,99.0,51.33333333,4.0,1,False,100000.0,500000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,0,0.0,20.43333333,0.0,2,False,1.0,5.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,23,Music & Audio,-1,0.0,25.63333333,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,-1.0,34.16666667,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,47,Medical,1,99.0,61.13333333,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
UNITED STATES,GLOBAL,0,Food & Drink,-1,99.0,11.5,0.0,1,False,10.0,50.0,True,False,False,False,False,0
AUSTRALIA,GLOBAL,774,Photo & Video,-1,-1.0,76.8,4.0,3,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,77,Tools,-1,0.0,35.6,4.0,1,False,10000.0,50000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,19,Entertainment,-1,0.0,33.9,3.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,238,Art & Design,-1,0.0,95.86666667,2.0,1,False,50000.0,100000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,0,0.0,25.06666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,99.0,44.7,0.0,1,False,1.0,5.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,-1,99.0,67.13333333,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Medical,1,99.0,89.56666667,4.0,1,False,,,True,False,False,False,False,0
JORDAN,DO,25480,Games,0,99.0,79.3,4.0,3,False,1000000.0,5000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,APAC,0,Lifestyle,1,0.0,12.1,0.0,1,False,1000.0,5000.0,True,False,False,False,False,0
UNITED STATES,GLOBAL,1188,Books & Reference,1,0.0,136.7333333,4.0,1,False,100000.0,500000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,91,Entertainment,-1,0.0,43.06666667,2.0,1,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,100,Games,-1,-1.0,155.9333333,4.0,1,True,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,19,Reference,-1,99.0,119.2,3.0,1,False,,,True,False,False,False,False,0
