developerCountry,countryCode,userRatingCount,primaryGenreName,downloads,deviceType,hasPrivacyLink,hasTermsOfServiceLink,hasTermsOfServiceLinkRating,isCorporateEmailScore,adSpent,appAge,averageUserRating,appContentBrandSafetyRating,appDescriptionBrandSafetyRating,mfaRating,coppaRisk
SPAIN,MX,0,Entertainment,100000 - 500000,smartphone,TRUE,,,0,1.434117529,21,,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,500 - 1000,GLOBAL,TRUE,,,99,,16.93333333,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,01-May,GLOBAL,TRUE,,,0,,13.1,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,TRUE,,,,,71.93333333,0,,low,low,FALSE
SPAIN,GLOBAL,2,Music,,GLOBAL,TRUE,TRUE,low,,,52.16666667,5,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,55594,Shopping,,GLOBAL,TRUE,FALSE,high,99,,66.4,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,TRUE,,,,,43.9,0,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,Oct-50,GLOBAL,TRUE,,,99,,40.9,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,TRUE,,,99,,127.1666667,0,,low,low,FALSE
CANADA,GLOBAL,13,Utilities,,GLOBAL,TRUE,FALSE,high,99,,117.5666667,2,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Food & Drink,,GLOBAL,TRUE,,,,,38.63333333,5,,low,low,FALSE
CHINA,GLOBAL,0,Utilities,,GLOBAL,,,,,,80,0,,low,low,FALSE
EGYPT,GLOBAL,0,Education,,GLOBAL,TRUE,,,99,,55.2,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Games,,GLOBAL,,,,,,143.1333333,2,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,100 - 500,GLOBAL,TRUE,,,0,,67.63333333,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel & Local,500 - 1000,GLOBAL,TRUE,,,99,,30,5,,low,low,FALSE
REPUBLIC OF KOREA,KR,5289,Games,1000000 - 5000000,smartphone,TRUE,FALSE,high,0,12.69416492,24.43333333,4,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,6,Games,100 - 500,GLOBAL,TRUE,,,0,,85.03333333,5,,low,low,FALSE
CHINA,KR,16386,Games,1000000 - 5000000,GLOBAL,TRUE,FALSE,high,99,40.61731713,67.63333333,4,medium,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,0 - 1,GLOBAL,TRUE,TRUE,low,0,,13.43333333,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,05-Oct,GLOBAL,,,,0,,47.4,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Sports,,GLOBAL,,,,,,106.8,1,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,01-May,GLOBAL,TRUE,,,99,,16.86666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Productivity,,GLOBAL,FALSE,TRUE,low,,,166,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,100 - 500,GLOBAL,TRUE,,,0,,20.6,0,,low,low,FALSE
UNITED STATES,GLOBAL,17,Music,,tablet,TRUE,TRUE,low,99,3.271140826,89.53333333,4,medium,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Games,,GLOBAL,TRUE,,,,,36.76666667,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,500 - 1000,GLOBAL,TRUE,,,0,,63.83333333,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel & Local,50 - 100,GLOBAL,,,,99,,90.26666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,,,,,,54.8,0,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,100 - 500,GLOBAL,TRUE,FALSE,high,0,,40.3,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,,GLOBAL,,,,,,21.06666667,0,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Education,Oct-50,GLOBAL,TRUE,,,0,,73.06666667,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Video Players & Editors,500 - 1000,GLOBAL,TRUE,,,0,,13.03333333,0,,low,low,FALSE
VIET NAM,GLOBAL,5686,Entertainment,,GLOBAL,TRUE,,,99,,121.3,2,medium,medium,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,,,,,,71.93333333,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Entertainment,1000 - 5000,GLOBAL,TRUE,,,0,,60.3,4,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Shopping,1000 - 5000,GLOBAL,TRUE,FALSE,high,99,,45.16666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Food & Drink,,GLOBAL,TRUE,,,,,49.6,3,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,TRUE,,,,,78.4,0,low,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Education,50 - 100,GLOBAL,TRUE,,,99,,57.1,4,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,100 - 500,GLOBAL,,,,0,,43.46666667,,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Books & Reference,100 - 500,GLOBAL,TRUE,,,0,,66.46666667,,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,PH,21222,Games,10000000 - 50000000,smartphone,TRUE,FALSE,high,99,38.32308196,78.6,3,low,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,488,Sports,,GLOBAL,TRUE,,,,,45.56666667,4,,high,low,FALSE
TURKEY,LY,72198,Social,10000000 - 50000000,smartphone,TRUE,FALSE,high,0,0.109357724,70.33333333,4,medium,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,100 - 500,GLOBAL,TRUE,,,0,,50.56666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,1000 - 5000,GLOBAL,TRUE,,,0,,6.866666667,0,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,LATAM,22628,Entertainment,5000000 - 10000000,GLOBAL,TRUE,TRUE,low,99,15.63553942,13.9,3,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,US,0,Entertainment,05-Oct,GLOBAL,TRUE,,,99,2.267195859,72.16666667,0,medium,low,low,FALSE
CHINA,CO,77240,Games,5000000 - 10000000,GLOBAL,TRUE,FALSE,high,0,152.9934922,103.7333333,4,medium,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,13492,Personalization,1000000 - 5000000,GLOBAL,TRUE,,,0,,62.76666667,4,medium,low,low,FALSE
VIET NAM,GLOBAL,0,Business,05-Oct,GLOBAL,TRUE,FALSE,high,0,,19.13333333,,,low,low,FALSE
SWEDEN,GB,42524,Games,,tablet,TRUE,TRUE,low,99,17.44579678,82,4,low,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,Oct-50,GLOBAL,TRUE,,,0,,49.2,,,low,low,FALSE
INDIA,GLOBAL,12,Social,100 - 500,GLOBAL,TRUE,,,99,,16.5,5,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,05-Oct,GLOBAL,TRUE,,,99,,35.1,,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Photography,01-May,GLOBAL,TRUE,,,0,,54.63333333,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social,50 - 100,GLOBAL,TRUE,,,0,,39.26666667,,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,29,Books & Reference,1000 - 5000,GLOBAL,TRUE,,,0,,50.53333333,2,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,01-Jan,GLOBAL,TRUE,,,0,,50.5,0,,low,low,FALSE
CANADA,GLOBAL,0,Finance,100 - 500,GLOBAL,TRUE,TRUE,low,99,,46.83333333,,,low,low,FALSE
CYPRUS,KZ,91461,Games,,tablet,TRUE,TRUE,low,99,4.138836835,29.36666667,4,,high,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,,GLOBAL,,,,,,61.56666667,0,low,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,05-Oct,GLOBAL,,,,99,,106.5333333,0,,low,low,FALSE
UNITED KINGDOM,TN,27063,Games,,smartphone,TRUE,TRUE,low,99,1.244158879,40.26666667,4,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Food & Drink,,GLOBAL,TRUE,,,99,,93.23333333,4,,high,low,FALSE
MALI,GLOBAL,0,Business,500 - 1000,GLOBAL,TRUE,,,0,,46.56666667,,,low,low,FALSE
REPUBLIC OF KOREA,GLOBAL,14,Productivity,1000 - 5000,GLOBAL,TRUE,FALSE,high,99,,19.06666667,4,,low,low,FALSE
VIET NAM,CA,27714,Games,100000 - 500000,GLOBAL,TRUE,TRUE,low,0,0.143806661,90.16666667,4,medium,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,29,Games,10000 - 50000,smartphone,TRUE,TRUE,low,0,,72.56666667,3,,low,low,FALSE
KUWAIT,GLOBAL,0,House & Home,Oct-50,GLOBAL,TRUE,,,0,,32.56666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,301,Games,,GLOBAL,TRUE,,,,,26.5,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Education,,GLOBAL,,,,,,152.2,5,,low,low,TRUE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Education,05-Oct,GLOBAL,TRUE,,,0,,9.6,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel & Local,01-May,GLOBAL,TRUE,,,0,,54.7,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Education,500 - 1000,GLOBAL,TRUE,FALSE,high,99,,20.03333333,4,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,TRUE,FALSE,high,99,,5.233333333,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,TRUE,,,,,4.5,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,48,Games,50000 - 100000,smartphone,TRUE,FALSE,high,0,15.80203393,22.96666667,3,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,0 - 1,GLOBAL,TRUE,,,0,,17.06666667,,,low,low,FALSE
UNITED KINGDOM,GLOBAL,6964,Games,100000 - 500000,smartphone,TRUE,FALSE,high,99,37.46081883,89.5,3,medium,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,Oct-50,GLOBAL,,,,0,,78.1,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,50 - 100,GLOBAL,TRUE,,,0,,18.3,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,CL,47120,Entertainment,,smartphone,TRUE,FALSE,high,,0.597489281,15.16666667,4,,medium,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,91,Entertainment,1000 - 5000,GLOBAL,TRUE,,,0,,66.36666667,4,medium,medium,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Education,100 - 500,GLOBAL,TRUE,,,99,,91.86666667,5,,low,low,TRUE
MALAYSIA,GLOBAL,1,Productivity,,GLOBAL,TRUE,FALSE,high,,,65.43333333,5,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Entertainment,50 - 100,GLOBAL,TRUE,TRUE,low,0,,24.8,0,,high,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Education,01-May,GLOBAL,TRUE,,,0,,24.9,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,37,Entertainment,1000 - 5000,GLOBAL,TRUE,,,0,,31.86666667,3,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,01-May,GLOBAL,TRUE,,,0,,17.33333333,,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,291,Games,10000 - 50000,undetermined,TRUE,FALSE,high,0,,6.666666667,4,,low,low,TRUE
JORDAN,GLOBAL,0,Personalization,1000 - 5000,smartphone,TRUE,FALSE,high,0,,29.7,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,11,Entertainment,500 - 1000,GLOBAL,,,,0,,58.06666667,2,,low,low,FALSE
GERMANY,GLOBAL,0,Utilities,,GLOBAL,TRUE,,,99,,71.46666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1998,Finance,100000 - 500000,GLOBAL,TRUE,TRUE,low,99,,73.16666667,4,,low,low,FALSE
GERMANY,GLOBAL,0,Business,Oct-50,GLOBAL,TRUE,,,99,,33.8,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,27,Social,10000 - 50000,GLOBAL,TRUE,,,0,,45.3,4,,medium,low,FALSE
CANADA,GLOBAL,0,Music & Audio,Oct-50,GLOBAL,TRUE,,,0,,64.1,,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,TRUE,,,0,,100.0333333,3,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,18,Tools,1000 - 5000,GLOBAL,TRUE,,,99,,70.36666667,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,RU,104,Games,50000 - 100000,smartphone,TRUE,TRUE,low,0,6.766072562,21.43333333,3,,high,low,FALSE
CHINA,GU,57845,Games,,GLOBAL,TRUE,FALSE,high,99,4.31732481,16.03333333,4,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Books & Reference,100 - 500,GLOBAL,TRUE,,,0,,18.73333333,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,Oct-50,GLOBAL,TRUE,,,99,,14.06666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,500 - 1000,GLOBAL,TRUE,,,0,,91.63333333,4,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,05-Oct,GLOBAL,TRUE,,,0,,24.66666667,,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,TRUE,FALSE,high,99,,45.03333333,0,,low,low,FALSE
INDIA,GLOBAL,0,Shopping,01-May,GLOBAL,TRUE,,,0,,42.46666667,,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,25,Shopping,1000 - 5000,GLOBAL,TRUE,FALSE,high,0,,71.83333333,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Food & Drink,1000 - 5000,GLOBAL,TRUE,,,0,,79.73333333,3,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,7,Books & Reference,100 - 500,GLOBAL,TRUE,,,0,,57.53333333,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,Oct-50,GLOBAL,TRUE,TRUE,low,99,,,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,,,,,,76.96666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,FI,4174,Games,500000 - 1000000,smartphone,TRUE,TRUE,low,0,2.119192775,72.4,4,medium,low,low,FALSE
FINLAND,GLOBAL,0,Games,Oct-50,GLOBAL,TRUE,FALSE,high,0,,136.9,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,,GLOBAL,TRUE,,,,,2.033333333,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,100 - 500,GLOBAL,TRUE,,,99,,33.46666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,11,Games,,GLOBAL,,,,,,102.9666667,3,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,16,Entertainment,100 - 500,GLOBAL,TRUE,,,0,,36.2,5,,medium,low,FALSE
FRANCE,NL,24937,Games,,GLOBAL,TRUE,TRUE,low,99,4.232931518,13.5,4,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Productivity,100 - 500,GLOBAL,TRUE,,,99,,29.13333333,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,TRUE,,,,,41.9,0,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,MY,5396,Games,500000 - 1000000,GLOBAL,TRUE,TRUE,low,99,22.70993942,33.9,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music,,GLOBAL,TRUE,FALSE,high,99,,135.2,0,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Sports,,GLOBAL,TRUE,,,0,,127.1666667,0,,high,low,FALSE
UNITED STATES,GLOBAL,255,News,,smartphone,TRUE,TRUE,low,99,,151.8333333,4,medium,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,100 - 500,GLOBAL,TRUE,,,99,,78.56666667,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,100 - 500,GLOBAL,,,,0,,,,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,AT,12552,Games,50000000 - 100000000,smartphone,TRUE,FALSE,high,99,2.981214949,30.3,3,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,01-May,GLOBAL,TRUE,,,0,,85.1,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,TRUE,,,99,,3.9,0,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,100 - 500,GLOBAL,,,,99,,79.73333333,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,RO,740,Games,50000 - 100000,GLOBAL,TRUE,TRUE,low,99,5.499730916,3.233333333,4,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,,GLOBAL,TRUE,,,,,25.3,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Stickers,,GLOBAL,,,,,,95.1,0,,low,low,FALSE
UNITED STATES,GLOBAL,2668,Maps & Navigation,100000 - 500000,GLOBAL,TRUE,FALSE,high,0,,138.8,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,17,Education,500 - 1000,GLOBAL,TRUE,,,99,,86.76666667,4,,low,low,FALSE
CYPRUS,AE,3538,Games,500000 - 1000000,smartphone,TRUE,FALSE,high,99,15.42351658,78.46666667,4,medium,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,22,Games,5000 - 10000,GLOBAL,TRUE,FALSE,high,99,,54.56666667,1,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Lifestyle,,GLOBAL,TRUE,,,99,,52.03333333,0,,low,low,FALSE
TURKEY,LY,155949,Games,,GLOBAL,TRUE,TRUE,low,99,21.54228046,22.33333333,4,,medium,low,FALSE
INDIA,GLOBAL,0,Social,1000 - 5000,GLOBAL,TRUE,,,0,,64.1,4,low,low,low,FALSE
ICELAND,GLOBAL,57,Parenting,10000 - 50000,GLOBAL,TRUE,,,0,,36.33333333,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,House & Home,Oct-50,GLOBAL,TRUE,,,99,,16.86666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Music & Audio,1000 - 5000,GLOBAL,TRUE,,,0,,98,4,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,TRUE,,,0,,115.0666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,01-May,GLOBAL,TRUE,,,0,,31.8,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,500 - 1000,GLOBAL,TRUE,,,0,,49.23333333,,,medium,low,FALSE
TURKEY,GLOBAL,0,Photography,01-May,GLOBAL,TRUE,,,0,,55.83333333,,,low,low,FALSE
PAKISTAN,GLOBAL,388,Games,50000 - 100000,GLOBAL,,,,0,,105.7666667,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,TRUE,,,,,98.76666667,0,,low,low,FALSE
UNITED STATES,GLOBAL,0,Personalization,50 - 100,GLOBAL,,,,99,,62.43333333,,,low,low,FALSE
SPAIN,GLOBAL,0,Communication,Oct-50,GLOBAL,TRUE,FALSE,high,99,,40.3,0,,low,low,FALSE
CHINA,GLOBAL,27,Social,1000 - 5000,GLOBAL,TRUE,,,0,,69.9,3,,medium,low,FALSE
CHINA,GLOBAL,9,Health & Fitness,1000 - 5000,GLOBAL,TRUE,FALSE,high,99,,110.6,2,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,Oct-50,GLOBAL,TRUE,,,99,,19,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,17,Games,1000 - 5000,GLOBAL,TRUE,,,0,,57.66666667,3,,low,low,FALSE
NETHERLANDS,GLOBAL,0,Entertainment,Oct-50,GLOBAL,TRUE,,,0,,79.9,0,,low,low,FALSE
HONG KONG,GLOBAL,4620,Finance,100000 - 500000,GLOBAL,TRUE,FALSE,high,99,,90.7,4,low,low,low,FALSE
TURKEY,EE,357,Games,100000 - 500000,tablet,TRUE,FALSE,high,99,0.352225305,1.233333333,4,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,ID,279089,Utilities,,smartphone,TRUE,TRUE,low,,63.68828094,126.3333333,4,low,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,,GLOBAL,TRUE,,,99,,48.5,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,100 - 500,GLOBAL,TRUE,FALSE,high,99,,72.43333333,0,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,,GLOBAL,TRUE,,,99,,32.66666667,0,,high,low,FALSE
INDIA,GLOBAL,0,Communication,Oct-50,GLOBAL,TRUE,TRUE,low,99,,23.93333333,0,,low,low,FALSE
CHINA,GLOBAL,265,Tools,10000 - 50000,GLOBAL,TRUE,,,99,,81.2,2,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,News,,GLOBAL,TRUE,FALSE,high,0,,89.8,0,,high,low,FALSE
UNITED STATES,GLOBAL,405,News & Magazines,100000 - 500000,undetermined,TRUE,TRUE,low,99,0.449382005,42.4,3,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,,,,,,92.43333333,0,,low,low,FALSE
FRANCE,US,3699,Games,10000000 - 50000000,tablet,TRUE,FALSE,high,99,986.2904742,32.33333333,3,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,Oct-50,GLOBAL,,,,99,,48.9,,,medium,low,FALSE
AUSTRIA,EMEA,15878,Games,,GLOBAL,TRUE,TRUE,low,99,842.7823824,112.0333333,4,medium,medium,low,FALSE
DENMARK,GLOBAL,2,Photo & Video,,GLOBAL,TRUE,,,99,,43.66666667,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Maps & Navigation,Oct-50,GLOBAL,TRUE,,,99,,81.56666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,73,Video Players & Editors,10000 - 50000,GLOBAL,TRUE,,,0,,53.83333333,3,,low,low,FALSE
CHINA,TJ,42429,Games,,smartphone,TRUE,FALSE,high,99,3.725611002,36.86666667,4,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,1,Education,,GLOBAL,TRUE,FALSE,high,99,,70,5,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,News & Magazines,50 - 100,GLOBAL,TRUE,TRUE,low,99,,29.96666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,Oct-50,GLOBAL,,,,0,,60.66666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,100 - 500,GLOBAL,TRUE,,,99,,20.56666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,,GLOBAL,TRUE,,,,,95.4,0,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,,,,,,87.36666667,0,,low,low,FALSE
THAILAND,GLOBAL,0,Education,05-Oct,GLOBAL,,,,0,,55.36666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,1000 - 5000,GLOBAL,TRUE,FALSE,high,99,,100.5333333,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1064,Entertainment,50000 - 100000,GLOBAL,TRUE,,,0,,65.03333333,3,low,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,TRUE,,,,,71.56666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,House & Home,50 - 100,GLOBAL,TRUE,,,99,,100.3,5,,low,low,FALSE
UNITED STATES,GLOBAL,0,Business,100 - 500,GLOBAL,TRUE,,,99,,70.76666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Reference,,GLOBAL,TRUE,FALSE,high,,,19.5,4,,low,low,FALSE
